Code_postal;Libelle_acheminement
39300;ARDON
39240;AROMAS
39410;AUMUR
39200;AVIGNON LES ST CLAUDE
39400;BELLEFONTAINE
39150;BIEF DES MAISONS
39250;BIEF DU FOURG
39250;BILLECUL
39220;BOIS D AMONT
39130;BONLIEU
39570;BORNAY
39370;LES BOUCHOUX
39570;BRIOD
39250;CERNIEBAUD
39150;LES CHALESMES
39380;CHAMBLAY
39300;CHAPOIS
39130;CHAREZIER
39230;LA CHASSAGNE
39150;LA CHAUMUSSE
39230;LA CHAUX EN BRESSE
39380;CHISSEY SUR LOUE
39100;CHOISEY
39370;CHOUX
39130;COGNA
39240;COISIA
39570;CONDAMINE
39570;COURBOUZON
39570;COURLANS
39570;COURLAOUX
39260;COYRON
39210;HAUTEROCHE GRANGES SUR BAUME
39570;HAUTEROCHE CRANCOT
39190;CUISIA
39230;DARBONNAY
39100;DOLE GOUX
39210;DOMBLANS
39110;DOURNON
39700;ECLANS NENON
39600;ECLEUX
39160;VAL D EPY SENAUD
39320;VAL D EPY FLORENTIA
39300;EQUEVILLON
39120;LES ESSARDS TAIGNEVAUX
39250;LA FAVIERE
39520;FONCINE LE BAS
39140;FONTAINEBRUX
39800;GROZON
39190;GRUSSE
39130;HAUTECOUR
39110;IVORY
39100;JOUHE
01410;LAJOUX
39140;LARNAUD
39360;LARRIVOIRE
39300;LE LATET
39700;LAVANS LES DOLE
39170;LAVANS LES ST CLAUDE
39170;LAVANS LES ST CLAUDE PONTHOUX
39210;LAVIGNY
39240;LEGNA
39110;LEMUY
39230;LOMBARD
39120;LONGWY SUR LE DOUBS
39570;MACORNAY
39700;MALANGE
39210;LA MARRE
01400;L ABERGEMENT CLEMENCIAT
01100;ARBENT
01510;ARMIX
01340;ATTIGNAT
01100;BELLIGNAT
01360;BELIGNEUX CHANES
01200;BELLEGARDE SUR VALSERINE
01130;BELLEYDOUX
01370;BENY
01700;BEYNOST
01190;BOISSEY
01450;BOLOZON
01300;BREGNIER CORDON
01260;BRENAZ
01470;BRIORD
01350;CEYZERIEU
01260;CHAMPAGNE EN VALROMEY
01190;CHAVANNES SUR REYSSOUZE
01250;CHAVANNES SUR SURAN
01300;CHAZEY BONS
01300;COLOMIEU
01230;CONAND
01420;CORBONOD
01350;CRESSIN ROCHEFORT
01310;CURTAFOND
57530;MAIZEROY
57670;MARIMONT LES BENESTROFF
57140;LA MAXE
57220;MEGANGE
57320;MENSKIRCH
57560;METAIRIES ST QUIRIN
57920;METZERESCHE
57940;METZERVISSE
57930;MITTERSHEIM
57420;MONCHEUX
57300;MONDELANGE
57570;MONDORFF
57920;MONNEREN
57415;MONTBRONN
57620;MOUTERHOUSE
57260;MULCEY
57560;NIDERHOFF
57645;NOUILLY
57320;OBERDORFF
57930;OBERSTINZEL
57810;OMMERAY
57420;ORNY
57840;OTTANGE
57120;PIERREVILLERS
57420;PONTOY
57930;POSTROFF
57590;PREVOCOURT
57170;PUTTIGNY
57410;RAHLING
57580;REMILLY
57570;BASSE RENTGEN
57645;RETONFEY
57130;REZONVILLE
57810;RHODES
57500;ST AVOLD
57640;ST HUBERT
57620;ST LOUIS LES BITCHE
57255;STE MARIE AUX CHENES
57430;SARRALBE
57200;SARREGUEMINES FOLPERSVILLER
57420;SOLGNE
57525;TALANGE
57260;TARQUIMPOL
57220;TETERCHEN
57580;THIMONVILLE
57100;THIONVILLE
57670;TORCHEVILLE
57710;TRESSANGE
57380;VAHL LES FAULQUEMONT
57220;VARIZE
57320;VAUDRECHING
57920;VECKRING
57130;VERNEVILLE
57690;HAUTE VIGNEULLES
57330;VOLMERANGE LES MINES
57720;VOLMUNSTER
57720;WALDHOUSE
57370;WALTEMBOURG
57200;WIESVILLER
57170;WUISSE
57830;XOUAXANGE
57970;YUTZ
57905;ZETTING
57690;ZIMMING
58110;ACHUN
58200;ALLIGNY COSNE
58230;ALLIGNY EN MORVAN
58350;ARBOURSE
58240;AZY LE VIF
58270;BILLY CHEVANNES
58330;BONA
58420;BRINON SUR BEUVRON
58400;LA CHARITE SUR LOIRE
58120;CHATEAU CHINON
58120;CHATIN
58400;CHAULGNES
58120;CHAUMARD
58800;CHAUMOT
58160;CHEVENON
58170;CHIDDES
58270;CIZELY
58350;COLMERY
58190;DIROL
58230;DUN LES PLACES
58140;EMPURY
58800;EPIRY
58160;LA FERMETE
58170;FLETY
58600;FOURCHAMBAULT
58140;GACOGNE
58800;GERMENAY
58320;GERMIGNY SUR LOIRE
58370;GLUX EN GLENNE
58420;GRENOIS
58800;HERY
58160;IMPHY
58230;LAVAULT DE FRETOY
58380;LUCENAY LES AIX
58240;LUTHENAY UXELOUP
58170;LUZY
62170;NEUVILLE SOUS MONTREUIL
62580;NEUVIREUIL
62185;NIELLES LES CALAIS
62128;NOREUIL
62770;NOYELLES LES HUMIERES
62980;NOYELLES LES VERMELLES
62810;NOYELLE VION
62860;OISY LE VERGER
62380;OUVE WIRQUIN
62231;PEUPLINGUES
62111;POMMIER
62120;QUERNES
62830;QUESTRECQUES
62390;QUOEUX HAUT MAINIL
62310;RADINGHEM
62130;RAMECOURT
62150;REBREUVE RANCHICOURT RANCHICOURT
62270;REBREUVE SUR CANCHE
62270;REBREUVIETTE
62170;RECQUES SUR COURSE
62120;RELY
62380;REMILLY WIRQUIN
62720;RETY
62136;RICHEBOURG
62182;RIENCOURT LES CAGNICOURT
62990;RIMBOVAL
62450;ROCQUIGNY
62770;ROLLANCOURT
62860;RUMAUCOURT
62650;RUMILLY
62760;ST AMAND
62223;STE CATHERINE
62170;ST JOSSE
62360;ST LEONARD
62130;ST POL SUR TERNOISE
62810;SARS LE BOIS
62530;SERVINS
62270;SIBIVILLE
62130;SIRACOURT
62810;SUS ST LEGER
62550;TANGRY
62179;TARDINGHEN
62134;TILLY CAPELLE
62127;TINCQUES
62890;TOURNEHEM SUR LA HEM
62310;TRAMECOURT
62130;TROISVAUX
62232;VENDIN LES BETHUNE
62180;VERTON
62240;VIEIL MOUTIER
62144;VILLERS AU BOIS
62310;VINCLY
62128;WANCOURT
62123;WANQUETIN
62760;WARLINCOURT LES PAS
62650;WICQUINGHEM
62770;WILLEMAN
62580;WILLERVAL
62126;WIMILLE
62219;WISQUES
62650;ZOTEUX
63260;AUBIAT
63260;AUBIAT CHAZELLES
63170;AUBIERE
63310;BAS ET LEZAT
63570;BEAULIEU
63500;BERGONNE
63220;BEURIERES
63160;BONGHEAT
63190;BORT L ETANG
63150;LA BOURBOULE
63330;BUSSIERES
63670;LE CENDRE
63122;CEYRAT
63122;CEYRAT BOISSEJOUR
63340;CHALUS
63600;CHAMPETIERES
63230;CHAPDES BEAUFORT
63410;CHARBONNIERES LES VARENNES PAUGNAT
63640;CHARENSAT
63140;CHATEL GUYON
63220;CHAUMONT LE BOURG
63320;CLEMENSAT
63000;CLERMONT FERRAND
63100;CLERMONT FERRAND
63340;COLLANGES
63610;COMPAINS
63380;CONDAT EN COMBRAILLE
63320;COURGOUL
63350;CREVANT LAVEINE
63111;DALLET
63340;DAUZAT SUR VODABLE
63220;DORANGES
63220;DORE L EGLISE
63830;DURTOL
63980;ECHANDELYS
63260;EFFIAT
63850;EGLISENEUVE D ENTRAIGUES
63160;ESPIRAT
63570;ESTEIL
50420;TROISGOTS
50440;VAUVILLE
50370;VERNIX
27190;STE MARTHE
27300;ST MARTIN DU TILLEUL
27450;ST MARTIN ST FIRMIN
27160;STE MARIE D ATTEZ ST NICOLAS D ATTEZ
27800;ST PAUL DE FOURQUES
27260;ST PIERRE DE CORMEILLES
27800;ST PIERRE DE SALERNE
27370;ST PIERRE DU BOSGUERARD
27680;ST SAMSON DE LA ROQUE
27680;ST THURIEN
27130;ST VICTOR SUR AVRE
27230;ST VINCENT DU BOULAY
27370;LA SAUSSAYE
27500;SELLES
27470;SERQUIGNY
27520;THEILLEMENT
27230;LE THEIL NOLENT
27290;THIERVILLE
27370;LE THUIT DE L OISON
27700;TOSNY
27100;TOURNEDOS SUR SEINE
27370;TOURVILLE LA CAMPAGNE
27930;LA TRINITE
27310;LA TRINITE DE THOUBERVILLE
27400;LA VACHERIE
27120;LE VAL DAVID
27180;LES VENTES
27330;LA VIEILLE LYRE
27420;VILLERS EN VEXIN
27110;VILLEZ SUR LE NEUBOURG
28500;ALLAINVILLE
28150;ALLONNES
28800;ALLUYES
28700;AUNAY SOUS AUNEAU
28500;AUNAY SOUS CRECY
28330;LES AUTELS VILLEVILLON
28330;AUTHON DU PERCHE
28140;BAIGNEAUX
28310;BARMAINVILLE
28270;BEAUCHE
28150;BEAUVILLIERS
28300;BERCHERES ST GERMAIN
28300;BERCHERES ST GERMAIN ST GERMAIN LA GATINE
28330;BETHONVILLIERS
28700;BEVILLE LE COMTE
28150;BONCE
28210;LE BOULLAY THIERRY
28270;BREZOLLES
28160;BROU
28410;BROUE
28400;CHAMPROND EN PERCHET
28700;CHAMPSERU
28290;CHAPELLE ROYALE
28000;CHARTRES
28270;LES CHATELETS
28290;CHATILLON EN DUNOIS
28220;CLOYES SUR LE LOIR
28200;CONIE MOLITARD
28240;LES CORVEES LES YYS
28330;COUDRAY AU PERCHE
28500;CRECY COUVE
28140;DAMBRON
28200;DONNEMAIN ST MAMES
28220;DOUY
28320;ECROSNES
28330;LES ETILLEUX
28340;LA FERTE VIDAME
28800;FLACEY
28140;FONTENAY SUR CONIE
28360;FRESNAY LE COMTE
28190;FRUNCE
28320;GALLARDON MONTLOUET
28300;GASVILLE OISEME
28630;GELLAINVILLE
28700;HOUVILLE LA BRANCHE
28130;HOUX
28200;JALLANS
28250;JAUDRAIS
28110;LUCE
28600;LUISANT
28170;MAILLEBOIS
28700;MAISONS
28410;MARCHEZAIS
28500;MARVILLE MOUTIERS BRULE
28220;LE MEE
28120;MESLAY LE GRENET
28800;MONTBOISSIER
28240;MONTLANDON
28340;MORVILLIERS
28160;MOTTEREAU
28150;MOUTIERS
28630;NOGENT LE PHAYE
28500;OUERRE
28700;OYSONVILLE
28140;PERONVILLE
28220;ROMILLY SUR AIGRE
28310;ROUVRAY ST DENIS
39800;LE FIED
39100;FOUCHERANS
39240;GENOD
39570;GEVINGEY
39150;GRANDE RIVIERE
39150;GRANDE RIVIERE RIVIERE DEVANT
39310;LAJOUX
01590;LAVANCIA EPERCY
39700;LAVANGEOT
39300;LENT
39170;LESCHERES
39400;LONGCHAUMOIS
39210;LE LOUVEROT
39230;MANTRY
39240;MARIGNA SUR VALOUSE
39270;MARNEZIA
39190;MAYNAL
39130;MENETRUX EN JOUX
39250;MIEGES ESSERVAL COMBE
39250;MIGNOVILLARD
39260;MOIRANS EN MONTAGNE
39500;MOLAY
39160;MONTAGNA LE RECONDUIT
39380;MONTBARREY
39570;MONTMOROT SAVAGNA
39400;MORBIER
39330;MOUCHARD
39330;MOUCHARD CERTEMERY
39310;LES MOUSSIERES
39270;NANCUISE
39380;NEVY LES DOLE
39350;PAGNEY
39300;LE PASQUIER
39290;PEINTRE
39350;LE PETIT MERCEY
39150;LES PIARDS
39300;PILLEMOINE
39150;LES PLANCHES EN MONTAGNE LA PERRENA
39800;PLASNE
39700;PLUMONT
39110;PONT D HERY FONTENY
39170;PRATZ
39400;PREMANON
39600;PUPILLIN
39570;QUINTIGNY
39570;REVIGNY
39360;ROGNA
39270;ROTHONAY
39400;LES ROUSSES LES RIVIERES
39320;ST JULIEN
39230;ST LOTHAIN
39130;ST MAURICE CRILLAT CRILLAT
39270;SARROGNA
39270;SARROGNA MONTJOUVENT
39270;SARROGNA NERMIER
39130;SAUGEOT
39230;SERGENAUX
39110;THESY
39130;THOIRIA
39270;LA TOUR DU MEIX
39600;VADANS
39210;LE VERNOIS
39300;VERS EN MONTAGNE
39600;VILLENEUVE D AVAL
39600;VILLETTE LES ARBOIS
39140;VILLEVIEUX
39230;LE VILLEY
39230;VINCENT FROIDEVILLE FROIDEVILLE
39210;VOITEUR
39700;VRIANGE
39110;ARESCHES
40700;ARGELOS
40190;ARTHEZ D ARMAGNAC
40400;AUDON
40140;AZUR
40320;BAHUS SOUBIRAN
40380;BAIGTS
40410;BELHADE
40120;BELIS
40370;BOOS
40270;BORDERES ET LAMENSANS
40280;BRETAGNE DE MARSAN
40090;CAMPET ET LAMOLERE
70100;ARC LES GRAY
70110;ATHESANS ETROITEFONTAINE
70190;AULX LES CROMARY
70180;AUTET
70100;AUTREY LES GRAY
70110;AUTREY LE VAY
70000;AUXON
70140;BARD LES PESMES
70100;BATTRANS
70290;BELFAHY
70400;BELVERNE
70230;BESNANS
70300;BETONCOURT LES BROTTE
70500;BETONCOURT SUR MANCE
70170;BOUGNON
70190;BOULT
70500;BOURBEVELLE
01300;CUZIEU
01590;DORTAN
01130;ECHALLON
01340;ETREZ
01550;FARGES
01350;FLAXIEU
01250;GERMAGNAT
01290;GRIEGES
01260;HAUT VALROMEY LE PETIT ABERGEMENT
01200;INJOUX GENISSIAT
01250;JASSERON
01450;LABALME
01150;LAGNIEU
01130;LE POIZAT LALLEYRIAT
01240;LENT
01090;LURCY
01430;MAILLAT
01570;MANZIAT
01340;MARSONNAS
01580;MATAFELON GRANGES GRANGES
01800;MEXIMIEUX
01250;BOHAS MEYRIAT RIGNAT RIGNAT
01090;MONTCEAUX
01120;MONTLUEL
01090;MONTMERLE SUR SAONE
01310;MONTRACOL
01460;MONTREAL LA CLUSE
01230;NIVOLLET MONTGRIFFON
01210;ORNEX
01600;PARCIEUX
01310;POLLIAT
01450;PONCIN
01190;PONT DE VAUX
01110;PREMILLIEU
01160;PRIAY
01400;ROMANS
01260;RUFFIEU
01240;ST ANDRE LE BOUCHOUX
01960;ST ANDRE SUR VIEUX JONC
01600;ST BERNARD
01300;ST CHAMP
01000;ST DENIS LES BOURG
01600;ST DIDIER DE FORMANS
01630;ST JEAN DE GONVILLE
01290;ST JEAN SUR VEYLE
01750;ST LAURENT SUR SAONE
01430;ST MARTIN DU FRENE
01310;ST MARTIN LE CHATEL
01800;ST MAURICE DE GOURDANS
01500;ST MAURICE DE REMENS
01560;ST NIZIER LE BOUCHOUX
01990;ST TRIVIER SUR MOIGNANS
01150;ST VULBAS
01580;SAMOGNAT
01450;SERRIERES SUR AIN
01580;SONTHONNAX LA MONTAGNE
01400;SULIGNAT
01260;SUTRIEU FITIGNIEU
01560;VERNOUX
01330;VILLARS LES DOMBES
01350;VONGNES
02200;ACY
02820;AIZELLES
02320;ALLEMANT
02600;ANCIENVILLE
02800;ANGUILCOURT LE SART
02320;ANIZY LE CHATEAU
02500;ANY MARTIN RIEUX
02360;ARCHON
02130;ARCY STE RESTITUE
02480;ARTEMPS
02840;ATHIES SOUS LAON
02140;BANCIGNY
02700;BARISIS AUX BOIS
02330;VALLEES EN CHAMPAGNE BAULNE EN BRIE
02500;BEAUME
02420;BELLICOURT
02340;BERLISE
02290;BERNY RIVIERE
02240;BERTHENICOURT
02300;BESME
02210;BEUGNEUX
02130;BEUVARDES
02860;BIEVRES
02200;BILLY SUR AISNE
02160;BLANZY LES FISMES
02400;BLESMES
02400;BONNEIL
02450;BOUE
02160;BOUFFIGNEREUX
02140;LA BOUTEILLE
02320;BRANCOURT EN LAONNOIS
02400;BRASLES
02000;BRAYE EN LAONNOIS
02140;BRAYE EN THIERACHE
02240;BRISSAY CHOIGNY
02810;BRUMETZ
02130;BRUYERES SUR FERE
02260;LA CAPELLE
02490;CAULAINCOURT
58800;MAGNY LORMES
58180;MARZY
58180;MARZY CORCELLES
58210;MENOU
58170;MILLAY
58800;MONTREUILLON
58700;MOUSSY
58350;NANNAY
58210;PARIGNY LA ROSE
58150;POUILLY SUR LOIRE
58500;RIX
58230;ST AGNAN
58150;ST ANDELAIN
58140;ST ANDRE EN MORVAN
58190;ST AUBIN DES CHAUMES
58270;ST BENIN D AZY
58000;ST ELOI
58270;ST FIRMIN
58300;ST HILAIRE FONTAINE
58140;ST MARTIN DU PUY
58150;ST MARTIN SUR NOHAIN
58160;ST OUEN SUR LOIRE
58300;ST PARIZE EN VIRY
58330;ST SAULGE
58330;SAXI BOURDON
58190;TALON
58110;TAMNAY EN BAZOIS
58190;TEIGNY
58260;THIANGES
58110;TINTURY
58240;TRESNAY
58400;VARENNES LES NARCY
58190;VIGNOL
58210;VILLIERS LE SEC
59600;ASSEVENT
59265;AUBENCHEUL AU BAC
59440;AVESNELLES
59400;AWOINGT
59270;BAILLEUL MONT NOIR
59780;BAISIEUX
59470;BAMBECQUE
59266;BANTEUX
59134;BEAUCAMPS LIGNY
59530;BEAUDIGNIES
59135;BELLAING
59570;BELLIGNIES
59145;BERLAIMONT
59570;BETTRECHIES
59380;BISSEZEELE
59268;BLECOURT
59111;BOUCHAIN BASSIN ROND
59400;BOURSIES
59330;BOUSSIERES SUR SAMBRE
59123;BRAY DUNES
59199;BRUILLE ST AMAND
59190;CAESTRE
59780;CAMPHIN EN PEVELE
59169;CANTIN
59242;CAPPELLE EN PEVELE
59112;CARNIN
59244;CARTIGNIES
59191;CAULLERY
59147;CHEMY
59380;CROCHTE
59268;CUVILLERS
59830;CYSOING
59680;DAMOUSIES
59440;DOURLERS
59630;DRINCHAM
59240;DUNKERQUE ROSENDAEL
59330;ECLAIBES
59580;EMERCHICOURT
59530;ENGLEFONTAINE
59320;ENGLOS
59193;ERQUINGHEM LYS
59278;ESCAUTPONT
59127;ESNES
59940;ESTAIRES
59161;ESWARS
59219;ETROEUNGT
59310;FAUMONT
59247;FECHAIN
59400;FONTAINE NOTRE DAME
59530;FRASNOY
59236;FRELINGHIEN
59270;GODEWAERSVELDE
59231;GONNELIEU
59231;GOUZEAUCOURT
59570;GUSSIGNIES
59250;HALLUIN
59151;HAMEL
59198;HASPRES
59147;HERRIN
59122;HONDSCHOOTE
59167;LALLAING
59130;LAMBERSART
59552;LAMBRES LEZ DOUAI
59550;LANDRECIES
59260;LILLE HELLEMMES LILLE
59182;LOFFRE
63620;GIAT
63390;GOUTTIERES
63890;GRANDVAL
63270;LAPS
63690;LARODDE
63290;LIMONS
63320;LUDESSE
63270;MANGLIEU
63560;MENAT
63200;MENETROL
63890;LE MONESTIER
63380;MONTEL DE GELAT
63200;CHAMBARON SUR MORGE CELLULE
63200;CHAMBARON SUR MORGE LA MOUTADE
63120;NERONDE SUR DORE
63160;NEUVILLE
63190;ORLEAT
63500;PARENTIGNAT
63290;PASLIERES
63500;PERRIER
63270;PIGNOLS
63470;PUY ST GULMIER
63420;RENTIERES
63890;ST AMANT ROCHE SAVINE
63410;ST ANGEL
63660;ST ANTHEME
63380;ST AVIT
63200;ST BONNET PRES RIOM
63310;ST CLEMENT DE REGNAT
63310;ST DENIS COMBARNAZAT
63520;ST DIER D AUVERGNE
63680;ST DONAT
63520;ST FLOUR
63440;ST GAL SUR SIOULE
63340;ST GERMAIN LEMBRON
63390;ST GERVAIS D AUVERGNE
63880;ST GERVAIS SOUS MEYMONT
63440;ST HILAIRE LA CROIX
63380;ST HILAIRE LES MONGES
63440;ST PARDOUX
63610;ST PIERRE COLAMINE
63480;ST PIERRE LA BOURLHONNE
63440;ST QUINTIN SUR SIOULE
63550;ST VICTOR MONTVIANEIX
63500;SAUVAGNAT STE MARTHE
63730;LA SAUVETAT
63120;SAUVIAT
63120;SERMENTIZON
63490;SUGERES
63460;TEILHEDE
63560;TEILHET
63470;TORTEBESSE
63610;VALBELEIX
63260;VENSAT
63340;VICHEL
63270;VIC LE COMTE LONGUES
63340;VILLENEUVE
63380;VILLOSANGES
63500;VODABLE
63120;VOLLORE VILLE
63700;YOUX
87400;LA GENEYTOUSE
87520;JAVERDAT
87800;JOURGNAC
87370;LAURIERE
87230;LAVIGNAC
87000;LIMOGES
87130;LINARDS
87440;MARVAL MILHAGUET
87130;MASLEON
87330;MONTROL SENARD
87140;NANTIAT
87120;NEDDE
87510;NIEUL
87520;ORADOUR SUR GLANE
87150;ORADOUR SUR VAYRES
87230;PAGEAS
87410;LE PALAIS SUR VIENNE
87640;RAZES
87120;REMPNAT
87570;RILHAC RANCON
87130;ROZIERS ST GEORGES
87290;ST AMAND MAGNAZEIX
87120;STE ANNE ST PRIEST
87330;ST BARBANT
87200;ST BRICE SUR VIENNE
87130;ST GILLES LES FORETS
87800;ST HILAIRE LES PLACES
87200;ST JUNIEN
87400;ST LEONARD DE NOBLAT
87700;ST PRIEST SOUS AIXE
87210;ST SORNIN LA MARCHE
87290;ST SORNIN LEULAC ST PRIEST LE BETOUX
87370;ST SULPICE LAURIERE
87380;ST VITTE SUR BRIANCE
87400;SAUVIAT SUR VIGE
87360;TERSANNES
87520;VEYRAC LA BARRE DE VEYRAC
87260;VICQ SUR BREUILH
87110;LE VIGEN
28330;ST BOMER
28200;ST CLOUD EN DUNOIS
28480;ST DENIS D AUTHOU
28190;ST GERMAIN LE GAILLARD
28170;ST JEAN DE REBERVILLIERS
28170;ST MAIXME HAUTERIVE
28130;ST PIAT
28800;SANCHEVILLE
28250;LA SAUCELLE
28630;SOURS
28170;THIMERT GATELLES
28170;THIMERT GATELLES GATELLES
28480;THIRON GARDAIS
28140;TILLAY LE PENEUX
28170;TREMBLAY LES VILLAGES CHENE CHENU
28150;EOLE EN BEAUCE VIABON
28480;VICHERES
28120;VIEUVICQ
28150;VILLARS
28130;VILLIERS LE MORHIER
28150;LES VILLAGES VOVEENS VILLENEUVE ST NICOLAS
28150;LES VILLAGES VOVEENS VOVES
28130;YERMENONVILLE
29560;ARGOL
29770;AUDIERNE
29380;BANNALEC
29950;BENODET
29690;BOTMEUR
29810;BRELES
29270;CARHAIX PLOUGUER
29150;CHATEAULIN
29770;CLEDEN CAP SIZUN
29360;CLOHARS CARNOET
29950;CLOHARS FOUESNANT
29410;LE CLOITRE ST THEGONNEC
29870;COAT MEAL
29530;COLLOREC
29370;CORAY
29510;EDERN
29370;ELLIANT
29690;LA FEUILLEE
29800;LA FOREST LANDERNEAU
29710;GUILER SUR GOYEN
29730;GUILVINEC
29100;LE JUCH
29870;LANDEDA
29520;LAZ
29590;LOPEREC
29790;MAHALON
29242;ILE D OUESSANT
29800;PENCRAN
29760;PENMARCH
29800;PLOUEDERN
29430;PLOUESCAT
29440;PLOUGAR
29810;PLOUMOGUER
29890;PLOUNEOUR TREZ
29280;PLOUZANE
29700;PLUGUFFAN
29300;REDENE
29480;LE RELECQ KERHUON
29800;LA ROCHE MAURICE
29680;ROSCOFF
29150;ST COULITZ
29600;ST MARTIN DES CHAMPS
29550;ST NIC
29830;ST PABU
29290;ST RENAN
29190;ST RIVOAL
29400;ST SERVAIS
29600;STE SEVE
29140;ST YVI
29670;TAULE
29217;TREBABU
29430;TREFLEZ
29560;TREGARVAN
29970;TREGOUREZ
29450;LE TREHOU
29120;TREMEOC
29440;TREZILIDE
29590;PONT DE BUIS LES QUIMERCH
30350;AIGREMONT
30100;ALES
30140;ANDUZE
30210;ARGILLIERS
30200;BAGNOLS SUR CEZE
30330;LA BASTIDE D ENGRAS
30300;BEAUCAIRE
30640;BEAUVOISIN
30127;BELLEGARDE
30580;BELVEZET
30620;BERNIS
30160;BESSEGES FOUSSIGNARGUES
30320;BEZOUCE
30770;BLANDAS
30450;BONNEVAUX
30190;BOURDIC
30120;BREAU ET SALAGOSSE
30700;LA CAPELLE ET MASMOLENE
30480;CENDRAS
70280;BREUCHOTTE
70290;CHAMPAGNEY
70600;CHAMPLITTE MARGILLEY
70100;CHARGEY LES GRAY
70230;CHASSEY LES MONTBOZON
70240;CHATENEY
70500;CHAUVIREY LE VIEIL
70170;CHAUX LES PORT
70400;CHAVANNE
70150;CHENEVREY ET MOROGNE
70140;CHEVIGNEY
70000;COLOMBE LES VESOUL
70000;COLOMBIER
70400;CREVANS LA CHAPELLE LES GRANGES
70200;DAMBENOIT LES COLOMBE
70200;DAMBENOIT LES COLOMBE COLOMBE LES BITHAINE
70800;DAMPIERRE LES CONFLANS
70230;DAMPIERRE SUR LINOTTE
70000;DAMPVALLEY LES COLOMBE
70210;DEMANGEVELLE
70400;ECHENANS SOUS MONT VAUDOIS
70160;EQUEVILLEY
70100;ESMOULINS
70100;ESSERTENNE ET CECEY
70200;FAYMONT
70120;FEDRY
70230;FILAIN
70800;FONTAINE LES LUXEUIL
70230;FONTENOIS LES MONTBOZON
70300;FROIDECONCHE
70200;FROIDETERRE
70240;GENEVREUILLE
70100;GERMIGNEY
70500;GEVIGNEY ET MERCEY
70700;GEZIER ET FONTENELAY
70400;GRANGES LA VILLE
70100;GRAY LA VILLE
70400;HERICOURT
70400;HERICOURT BUSSUREL
70190;HYET
70500;JUSSEY NOROY LES JUSSEY
70230;LARIANS ET MUNANS
70190;LIEFFRANS
70100;LOEUILLEY
70110;LONGEVELLE
70230;LOULANS VERCHAMP
70200;LURE
70400;LUZE
70200;LYOFFANS
70200;MAGNY JOBERT
70000;MAILLEY ET CHAZELOT
70190;LA MALACHERE
70200;MALBOUHANS
70120;MALVILLERS
70100;MANTOCHE
70130;MERCEY SUR SAONE
70120;MOLAY
70700;MONTBOILLON
70210;MONTDORE
70700;VILLERS CHEMIN MONT LES ETRELLES
70000;NEUREY LES LA DEMIE
70000;NOIDANS LES VESOUL
70120;OIGNEY
70100;ONAY
70190;PENNESIERES
70190;PERROUSE
70140;PESMES
70240;POMOY
70360;PONTCEY
70110;PONT SUR L OGNON
70100;POYANS
70170;PROVENCHERE
70000;PUSY ET EPENOUX
70200;QUERS
70000;QUINCEY
70130;RAY SUR SAONE
70200;RIGNOVELLE
70360;RUPT SUR SAONE
70280;ST BRESSON
70200;ST GERMAIN
70100;ST LOUP NANTOUARD NANTOUARD
70400;SAULNOT CORCELLES
70240;SAULX
70110;SENARGENT MIGNAFANS MIGNAFANS
70190;SORANS LES BREUREY
70150;SORNAY
70500;TARTECOURT
70230;THIEFFRANS
70320;LA VAIVRE
70000;VAIVRE ET MONTOILLE
70200;LE VAL DE GOUHENANS
70700;VANTOUX ET LONGEVELLE
70600;VARS
70100;VELESMES ECHEVANNE
70700;VELLEFREY ET VELLEFRANGE
70700;VELLEMOZ
70200;LA VERGENNE
70400;VERLANS
70110;VILLERSEXEL
70300;VILLERS LES LUXEUIL
02200;CHACRISE
02270;CHALANDRY
02270;CHATILLON LES SONS
02240;CHATILLON SUR OISE
02250;CHEVENNES
02400;CHIERRY
02130;CIERGES
02340;CLERMONT LES FERMES
02300;COMMENCHON
02160;CONCEVREUX
02380;COUCY LA VILLE
02160;CRAONNE
02310;CROUTTES SUR MARNE
02160;CUIRY LES CHAUDARDES
02600;CUTRY
02310;DOMPTIN
02130;DRAVEGNY
02500;EFFRY
02400;EPAUX BEZU
02540;L EPINE AUX BOIS
02840;EPPES
02420;ESTREES
02580;ETREAUPONT
02600;FAVEROLLES
02130;FERE EN TARDENOIS
02460;LA FERTE MILON
02450;FESMY LE SART
02680;FONTAINE LES CLERCS
02760;FRANCILLY SELENCY
02270;FROIDMONT COHARTILLE
02400;GLAND
02820;GOUDELANCOURT LES BERRIEUX
02300;GUNY
02600;HARAMONT
02100;HARLY
02120;HAUTEVILLE
02140;HAUTION
02760;HOLNON
02510;IRON
02380;LANDRICOURT
02260;LERZY
02810;LICY CLIGNON
02600;LONGPONT
02160;LES SEPTVALLONS REVILLON
02220;MAAST ET VIOLAINE
02300;MANICAMP
02140;MARFONTAINE
02120;MARLY GOMONT
02200;MERCIN ET VAUX
02000;MONAMPTEUIL
02270;MONCEAU LES LEUPS
02470;MONNES
02860;MONTHENAULT
02330;MONTIGNY LES CONDE
02250;MONTIGNY SOUS MARLE
02270;MONTIGNY SUR CRECY
02340;MONTLOUE
02220;MONT NOTRE DAME
02220;MONT ST MARTIN
02290;MORSAIN
02160;MUSCOURT
02210;NANTEUIL NOTRE DAME
02300;LA NEUVILLE EN BEINE
02250;LA NEUVILLE HOUSSET
02450;LA NEUVILLE LES DORENGT
